Border,Date,Measure,Value,Average
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicle Passengers,7356805,7629881
US-Mexico Border,04/01/2000 12:00:00 AM,Pedestrians,3658080,3582869
US-Canada Border,04/01/2000 12:00:00 AM,Personal Vehicles,2866784,3137569
US-Canada Border,04/01/2000 12:00:00 AM,Trucks,574997,511654
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Full,456437,278204
US-Mexico Border,04/01/2000 12:00:00 AM,Trucks,359239,321527
US-Canada Border,04/01/2000 12:00:00 AM,Bus Passengers,336697,335032
US-Mexico Border,04/01/2000 12:00:00 AM,Bus Passengers,263544,242451
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Full,197690,163876
US-Mexico Border,04/01/2000 12:00:00 AM,Truck Containers Empty,144307,137952
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Full,105127,61915
US-Canada Border,04/01/2000 12:00:00 AM,Truck Containers Empty,79904,45657
US-Canada Border,04/01/2000 12:00:00 AM,Rail Containers Empty,30393,20321
US-Canada Border,04/01/2000 12:00:00 AM,Pedestrians,29304,47338
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Empty,27512,17365
US-Mexico Border,04/01/2000 12:00:00 AM,Buses,23078,18805
US-Mexico Border,04/01/2000 12:00:00 AM,Rail Containers Full,22998,14977
US-Canada Border,04/01/2000 12:00:00 AM,Train Passengers,18737,19505
US-Canada Border,04/01/2000 12:00:00 AM,Buses,14019,14113
US-Canada Border,04/01/2000 12:00:00 AM,Trains,2655,2663
US-Mexico Border,04/01/2000 12:00:00 AM,Train Passengers,1744,1078
US-Mexico Border,04/01/2000 12:00:00 AM,Trains,584,552
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,20547659,17851613
US-Mexico Border,03/01/2000 12:00:00 AM,Personal Vehicles,7790867,6611633
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,7000236,7642474
US-Mexico Border,03/01/2000 12:00:00 AM,Pedestrians,4198321,3570560
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,2859058,3143139
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,636750,509152
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,492870,273911
US-Mexico Border,03/01/2000 12:00:00 AM,Trucks,414412,319669
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,282603,336080
US-Mexico Border,03/01/2000 12:00:00 AM,Bus Passengers,238832,242524
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Full,215960,162835
US-Mexico Border,03/01/2000 12:00:00 AM,Truck Containers Empty,160582,137500
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,109171,60970
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,82149,44927
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,34528,20037
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Empty,27282,17166
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,26452,47756
US-Mexico Border,03/01/2000 12:00:00 AM,Rail Containers Full,24006,14797
US-Mexico Border,03/01/2000 12:00:00 AM,Buses,21760,18746
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17212,19550
US-Canada Border,03/01/2000 12:00:00 AM,Buses,11965,14156
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2928,2658
US-Mexico Border,03/01/2000 12:00:00 AM,Train Passengers,1222,1076
US-Mexico Border,03/01/2000 12:00:00 AM,Trains,580,552
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,19096013,17826217
US-Mexico Border,02/01/2000 12:00:00 AM,Personal Vehicles,7221382,6599189
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicle Passengers,5442787,7687366
US-Mexico Border,02/01/2000 12:00:00 AM,Pedestrians,3869912,3564451
US-Canada Border,02/01/2000 12:00:00 AM,Personal Vehicles,2478054,3156712
US-Canada Border,02/01/2000 12:00:00 AM,Trucks,572732,507854
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Full,407153,271192
US-Mexico Border,02/01/2000 12:00:00 AM,Trucks,377296,318493
US-Canada Border,02/01/2000 12:00:00 AM,Bus Passengers,268013,337470
US-Mexico Border,02/01/2000 12:00:00 AM,Bus Passengers,209012,243207
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Full,207573,161922
US-Mexico Border,02/01/2000 12:00:00 AM,Truck Containers Empty,156041,137121
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Full,95618,60263
US-Canada Border,02/01/2000 12:00:00 AM,Truck Containers Empty,67795,44460
US-Canada Border,02/01/2000 12:00:00 AM,Rail Containers Empty,27860,19877
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Empty,26087,16984
US-Canada Border,02/01/2000 12:00:00 AM,Pedestrians,26045,48199
US-Mexico Border,02/01/2000 12:00:00 AM,Rail Containers Full,21280,14664
US-Mexico Border,02/01/2000 12:00:00 AM,Buses,20468,18711
US-Canada Border,02/01/2000 12:00:00 AM,Train Passengers,15337,19636
US-Canada Border,02/01/2000 12:00:00 AM,Buses,11462,14211
US-Canada Border,02/01/2000 12:00:00 AM,Trains,2655,2658
US-Mexico Border,02/01/2000 12:00:00 AM,Train Passengers,1091,1075
US-Mexico Border,02/01/2000 12:00:00 AM,Trains,499,553
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,20072198,17779426
US-Mexico Border,01/01/2000 12:00:00 AM,Personal Vehicles,7553666,6579304
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicle Passengers,5322407,7736636
US-Mexico Border,01/01/2000 12:00:00 AM,Pedestrians,3962633,3556155
US-Canada Border,01/01/2000 12:00:00 AM,Personal Vehicles,2414248,3172180
US-Canada Border,01/01/2000 12:00:00 AM,Trucks,561979,506727
US-Mexico Border,01/01/2000 12:00:00 AM,Trucks,357157,317688
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Full,344521,269664
US-Canada Border,01/01/2000 12:00:00 AM,Bus Passengers,234880,339607
US-Mexico Border,01/01/2000 12:00:00 AM,Bus Passengers,204985,244004
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Full,189184,161354
US-Mexico Border,01/01/2000 12:00:00 AM,Truck Containers Empty,153433,136781
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Full,104359,59344
US-Canada Border,01/01/2000 12:00:00 AM,Truck Containers Empty,56582,44208
US-Canada Border,01/01/2000 12:00:00 AM,Rail Containers Empty,30884,19648
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Empty,27705,16761
US-Mexico Border,01/01/2000 12:00:00 AM,Buses,21111,18661
US-Canada Border,01/01/2000 12:00:00 AM,Pedestrians,20859,48769
US-Mexico Border,01/01/2000 12:00:00 AM,Rail Containers Full,18741,14579
US-Canada Border,01/01/2000 12:00:00 AM,Train Passengers,14697,19739
US-Canada Border,01/01/2000 12:00:00 AM,Buses,10302,14292
US-Canada Border,01/01/2000 12:00:00 AM,Trains,2531,2660
US-Mexico Border,01/01/2000 12:00:00 AM,Train Passengers,1037,1076
US-Mexico Border,01/01/2000 12:00:00 AM,Trains,495,554
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,21420461,17701957
US-Mexico Border,12/01/1999 12:00:00 AM,Personal Vehicles,7893894,6551334
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicle Passengers,6026165,7773029
US-Mexico Border,12/01/1999 12:00:00 AM,Pedestrians,4376708,3538697
US-Canada Border,12/01/1999 12:00:00 AM,Personal Vehicles,2705234,3182115
US-Canada Border,12/01/1999 12:00:00 AM,Trucks,531532,506199
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Full,405394,266776
US-Mexico Border,12/01/1999 12:00:00 AM,Trucks,352977,316937
US-Canada Border,12/01/1999 12:00:00 AM,Bus Passengers,234821,341836
US-Mexico Border,12/01/1999 12:00:00 AM,Bus Passengers,216028,244599
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Full,187457,160798
US-Mexico Border,12/01/1999 12:00:00 AM,Truck Containers Empty,158818,136312
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Full,92110,58647
US-Canada Border,12/01/1999 12:00:00 AM,Truck Containers Empty,64576,43775
US-Canada Border,12/01/1999 12:00:00 AM,Pedestrians,40858,48937
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Empty,27902,16524
US-Canada Border,12/01/1999 12:00:00 AM,Rail Containers Empty,25824,19516
US-Mexico Border,12/01/1999 12:00:00 AM,Buses,23477,18558
US-Mexico Border,12/01/1999 12:00:00 AM,Rail Containers Full,17963,14507
US-Canada Border,12/01/1999 12:00:00 AM,Train Passengers,16368,19811
US-Canada Border,12/01/1999 12:00:00 AM,Buses,10272,14378
US-Canada Border,12/01/1999 12:00:00 AM,Trains,2487,2664
US-Mexico Border,12/01/1999 12:00:00 AM,Train Passengers,1011,1077
US-Mexico Border,12/01/1999 12:00:00 AM,Trains,490,556
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,19672318,17659123
US-Mexico Border,11/01/1999 12:00:00 AM,Personal Vehicles,7323755,6534542
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicle Passengers,6349831,7803968
US-Mexico Border,11/01/1999 12:00:00 AM,Pedestrians,3719917,3534757
US-Canada Border,11/01/1999 12:00:00 AM,Personal Vehicles,2814074,3190116
US-Canada Border,11/01/1999 12:00:00 AM,Trucks,599462,504172
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Full,497332,261764
US-Mexico Border,11/01/1999 12:00:00 AM,Trucks,374104,315694
US-Canada Border,11/01/1999 12:00:00 AM,Bus Passengers,306371,342607
US-Mexico Border,11/01/1999 12:00:00 AM,Bus Passengers,201365,245539
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Full,182601,160324
US-Mexico Border,11/01/1999 12:00:00 AM,Truck Containers Empty,149174,136033
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Full,98459,57781
US-Canada Border,11/01/1999 12:00:00 AM,Truck Containers Empty,81967,42944
US-Canada Border,11/01/1999 12:00:00 AM,Pedestrians,32229,49300
US-Canada Border,11/01/1999 12:00:00 AM,Rail Containers Empty,29380,19302
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Empty,28801,16257
US-Mexico Border,11/01/1999 12:00:00 AM,Buses,21678,18490
US-Mexico Border,11/01/1999 12:00:00 AM,Rail Containers Full,17121,14450
US-Canada Border,11/01/1999 12:00:00 AM,Train Passengers,14727,19922
US-Canada Border,11/01/1999 12:00:00 AM,Buses,14043,14385
US-Canada Border,11/01/1999 12:00:00 AM,Trains,2360,2671
US-Mexico Border,11/01/1999 12:00:00 AM,Train Passengers,1332,1072
US-Mexico Border,11/01/1999 12:00:00 AM,Trains,492,557
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,20707014,17591393
US-Mexico Border,10/01/1999 12:00:00 AM,Personal Vehicles,7619439,6510433
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicle Passengers,7285038,7815500
US-Mexico Border,10/01/1999 12:00:00 AM,Pedestrians,3700771,3531068
US-Canada Border,10/01/1999 12:00:00 AM,Personal Vehicles,3183898,3190254
US-Canada Border,10/01/1999 12:00:00 AM,Trucks,601872,502000
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Full,470216,257132
US-Canada Border,10/01/1999 12:00:00 AM,Bus Passengers,394850,341446
US-Mexico Border,10/01/1999 12:00:00 AM,Trucks,373179,314417
US-Mexico Border,10/01/1999 12:00:00 AM,Bus Passengers,236030,245750
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Full,189505,159676
US-Mexico Border,10/01/1999 12:00:00 AM,Truck Containers Empty,157229,135562
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Full,86405,57145
US-Canada Border,10/01/1999 12:00:00 AM,Truck Containers Empty,78542,42153
US-Canada Border,10/01/1999 12:00:00 AM,Pedestrians,44824,49399
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Empty,28065,15994
US-Canada Border,10/01/1999 12:00:00 AM,Rail Containers Empty,26064,19151
US-Mexico Border,10/01/1999 12:00:00 AM,Buses,23495,18379
US-Mexico Border,10/01/1999 12:00:00 AM,Rail Containers Full,19851,14330
US-Canada Border,10/01/1999 12:00:00 AM,Buses,15254,14366
US-Canada Border,10/01/1999 12:00:00 AM,Train Passengers,14918,20033
US-Canada Border,10/01/1999 12:00:00 AM,Trains,2667,2671
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,1056
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,502,558
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,17536581
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,8054542,7810067
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,6491525
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,3530228
US-Canada Border,09/01/1999 12:00:00 AM,Personal Vehicles,3405350,3185366
US-Canada Border,09/01/1999 12:00:00 AM,Trucks,588687,500030
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Full,448447,252784
US-Canada Border,09/01/1999 12:00:00 AM,Bus Passengers,428778,339462
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,313346
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,245156
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,158967
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,134884
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Full,89203,56417
US-Canada Border,09/01/1999 12:00:00 AM,Truck Containers Empty,70022,41520
US-Canada Border,09/01/1999 12:00:00 AM,Pedestrians,52751,49323
US-Canada Border,09/01/1999 12:00:00 AM,Rail Containers Empty,28174,18946
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,18227
US-Canada Border,09/01/1999 12:00:00 AM,Train Passengers,24431,19933
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,15807
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,14185
US-Canada Border,09/01/1999 12:00:00 AM,Buses,17935,14284
US-Canada Border,09/01/1999 12:00:00 AM,Trains,2522,2674
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,1053
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,503,559
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,20270823,17472994
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicle Passengers,10406124,7749694
US-Mexico Border,08/01/1999 12:00:00 AM,Personal Vehicles,7523495,6467526
US-Canada Border,08/01/1999 12:00:00 AM,Personal Vehicles,4094235,3164229
US-Mexico Border,08/01/1999 12:00:00 AM,Pedestrians,3763196,3524810
US-Canada Border,08/01/1999 12:00:00 AM,Trucks,597317,497768
US-Canada Border,08/01/1999 12:00:00 AM,Bus Passengers,514520,335390
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Full,445032,248313
US-Mexico Border,08/01/1999 12:00:00 AM,Trucks,365554,312132
US-Mexico Border,08/01/1999 12:00:00 AM,Bus Passengers,296982,243951
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Full,184725,158368
US-Mexico Border,08/01/1999 12:00:00 AM,Truck Containers Empty,163799,134211
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Full,102915,55335
US-Canada Border,08/01/1999 12:00:00 AM,Pedestrians,79965,48611
US-Canada Border,08/01/1999 12:00:00 AM,Truck Containers Empty,76672,40702
US-Canada Border,08/01/1999 12:00:00 AM,Train Passengers,33694,19613
US-Canada Border,08/01/1999 12:00:00 AM,Rail Containers Empty,28691,18720
US-Mexico Border,08/01/1999 12:00:00 AM,Buses,25898,18049
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Empty,24015,15616
US-Canada Border,08/01/1999 12:00:00 AM,Buses,20779,14133
US-Mexico Border,08/01/1999 12:00:00 AM,Rail Containers Full,20468,14039
US-Canada Border,08/01/1999 12:00:00 AM,Trains,2579,2676
US-Mexico Border,08/01/1999 12:00:00 AM,Train Passengers,986,1054
US-Mexico Border,08/01/1999 12:00:00 AM,Trains,504,561
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,20014202,17412489
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicle Passengers,10048010,7694972
US-Mexico Border,07/01/1999 12:00:00 AM,Personal Vehicles,7615057,6440204
US-Canada Border,07/01/1999 12:00:00 AM,Personal Vehicles,4210742,3139312
US-Mexico Border,07/01/1999 12:00:00 AM,Pedestrians,3856641,3516909
US-Canada Border,07/01/1999 12:00:00 AM,Bus Passengers,543831,330428
US-Canada Border,07/01/1999 12:00:00 AM,Trucks,516919,497312
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Full,391809,244896
US-Mexico Border,07/01/1999 12:00:00 AM,Trucks,360473,310981
US-Mexico Border,07/01/1999 12:00:00 AM,Bus Passengers,317179,242207
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Full,202335,157321
US-Mexico Border,07/01/1999 12:00:00 AM,Truck Containers Empty,173161,133284
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Full,80503,54736
US-Canada Border,07/01/1999 12:00:00 AM,Pedestrians,80127,47860
US-Canada Border,07/01/1999 12:00:00 AM,Truck Containers Empty,66335,40092
US-Canada Border,07/01/1999 12:00:00 AM,Train Passengers,31441,19331
US-Canada Border,07/01/1999 12:00:00 AM,Rail Containers Empty,27410,18513
US-Mexico Border,07/01/1999 12:00:00 AM,Buses,26025,17859
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Empty,22399,15454
US-Canada Border,07/01/1999 12:00:00 AM,Buses,22012,13946
US-Mexico Border,07/01/1999 12:00:00 AM,Rail Containers Full,19151,13917
US-Canada Border,07/01/1999 12:00:00 AM,Trains,2622,2677
US-Mexico Border,07/01/1999 12:00:00 AM,Train Passengers,1206,1051
US-Mexico Border,07/01/1999 12:00:00 AM,Trains,473,563
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,20229972,17343770
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,8328156,7679528
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7503447,6414271
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3724795,3511839
US-Canada Border,06/01/1999 12:00:00 AM,Personal Vehicles,3414833,3132592
US-Canada Border,06/01/1999 12:00:00 AM,Trucks,595830,494909
US-Canada Border,06/01/1999 12:00:00 AM,Bus Passengers,475393,326892
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Full,464857,239532
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,379890,309300
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,310977,240530
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,204129,156180
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,132558
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Full,86361,53965
US-Canada Border,06/01/1999 12:00:00 AM,Pedestrians,84100,46976
US-Canada Border,06/01/1999 12:00:00 AM,Truck Containers Empty,74106,39262
US-Canada Border,06/01/1999 12:00:00 AM,Rail Containers Empty,28958,18258
US-Canada Border,06/01/1999 12:00:00 AM,Train Passengers,25360,19184
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,24824,17689
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,23649,15254
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19806,13773
US-Canada Border,06/01/1999 12:00:00 AM,Buses,19178,13818
US-Canada Border,06/01/1999 12:00:00 AM,Trains,2688,2677
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1480,1040
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,564
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,20777088,17257937
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicle Passengers,9073447,7644680
US-Mexico Border,05/01/1999 12:00:00 AM,Personal Vehicles,7680209,6382622
US-Mexico Border,05/01/1999 12:00:00 AM,Pedestrians,4069884,3497887
US-Canada Border,05/01/1999 12:00:00 AM,Personal Vehicles,3217670,3130465
US-Canada Border,05/01/1999 12:00:00 AM,Trucks,571528,492993
US-Canada Border,05/01/1999 12:00:00 AM,Bus Passengers,473235,323233
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Full,465531,233882
US-Mexico Border,05/01/1999 12:00:00 AM,Trucks,359245,308052
US-Mexico Border,05/01/1999 12:00:00 AM,Bus Passengers,302680,238976
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Full,195097,155207
US-Mexico Border,05/01/1999 12:00:00 AM,Truck Containers Empty,155354,131988
US-Canada Border,05/01/1999 12:00:00 AM,Rail Containers Full,108762,52595
US-Canada Border,05/01/1999 12:00:00 AM,Pedestrians,74369,46292
US-Canada Border,05/01/1999 12:00:00 AM,Truck Containers Empty,68804,38524
